,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,charge,revenue
578,1477292,386766,Parm,Italian,17.03,Weekday,3,21,27,0.15,2.5545
579,1477178,47440,Bareburger,American,24.2,Weekend,4,23,23,0.25,6.05
580,1478283,167986,J. G. Melon,American,8.25,Weekday,3,34,33,0.15,1.2375
581,1477321,89844,Five Guys Burgers and Fries,American,12.08,Weekend,Not given,20,18,0.15,1.8119999999999998
582,1477322,355592,CafÌ© China,Chinese,12.13,Weekend,Not given,27,25,0.15,1.8195000000000001
583,1477879,362961,ilili Restaurant,Middle Eastern,16.49,Weekend,4,30,28,0.15,2.4734999999999996
584,1476741,318095,Blue Ribbon Sushi Izakaya,Japanese,6.79,Weekend,5,32,30,0.15,1.0185
585,1478303,72639,Sushi of Gari,Japanese,10.72,Weekday,Not given,30,26,0.15,1.608
586,1476647,294246,Piccolo Angolo,Italian,19.35,Weekend,Not given,29,29,0.15,2.9025000000000003
587,1476669,142677,Chola Eclectic Indian Cuisine,Indian,8.73,Weekend,5,30,28,0.15,1.3095
588,1477049,175101,TAO,Japanese,9.65,Weekend,4,25,18,0.15,1.4475
589,1477602,320493,Vanessa's Dumplings,Chinese,16.78,Weekend,5,27,29,0.15,2.517
590,1477088,129486,Mamoun's Falafel,Mediterranean,12.61,Weekend,4,21,17,0.15,1.8914999999999997
591,1476964,81405,RedFarm Broadway,Chinese,24.25,Weekend,5,29,22,0.25,6.0625
592,1477981,154464,Westville Hudson,American,11.16,Weekend,4,24,20,0.15,1.674
593,1476717,151191,Pongsri Thai,Thai,20.18,Weekday,Not given,23,25,0.25,5.045
594,1477851,66373,Blue Ribbon Sushi Izakaya,Japanese,32.93,Weekend,4,21,19,0.25,8.2325
595,1478063,367093,Parm,Italian,15.86,Weekday,Not given,30,24,0.15,2.379
596,1477636,94909,Parm,Italian,12.13,Weekend,4,29,26,0.15,1.8195000000000001
597,1477763,111356,Blue Ribbon Sushi,Japanese,13.87,Weekday,Not given,31,30,0.15,2.0805
598,1477944,70564,Rubirosa,Italian,14.12,Weekday,3,26,27,0.15,2.118
599,1478073,121686,TAO,Japanese,24.25,Weekend,4,22,21,0.25,6.0625
600,1478357,142356,Blue Ribbon Sushi,Japanese,14.07,Weekday,Not given,35,29,0.15,2.1105
601,1478055,7567,indikitch,Indian,5.58,Weekend,Not given,35,30,0.15,0.837
602,1476815,39029,Prosperity Dumpling,Chinese,13.63,Weekend,5,25,24,0.15,2.0445
603,1477019,62359,RedFarm Hudson,Chinese,15.52,Weekend,5,30,18,0.15,2.328
604,1477159,283310,Shake Shack,American,8.73,Weekend,Not given,35,17,0.15,1.3095
605,1478409,151333,Melt Shop,American,25.27,Weekend,5,27,30,0.25,6.3175
606,1477471,103147,Hot Kitchen,Chinese,29.54,Weekend,5,34,28,0.25,7.385
607,1476747,115213,Junoon,Indian,9.22,Weekday,Not given,30,32,0.15,1.383
608,1477165,128600,Blue Ribbon Fried Chicken,American,15.33,Weekend,Not given,23,15,0.15,2.2995
609,1477378,115610,Tamarind TriBeCa,Indian,12.13,Weekend,Not given,35,20,0.15,1.8195000000000001
610,1476803,73873,Han Dynasty,Chinese,14.02,Weekend,Not given,24,15,0.15,2.1029999999999998
611,1477792,270525,The Smile,American,8.39,Weekday,Not given,20,31,0.15,1.2585
612,1478331,42424,Han Dynasty,Chinese,12.13,Weekend,5,33,27,0.15,1.8195000000000001
613,1478319,84087,The Meatball Shop,Italian,16.49,Weekend,3,22,28,0.15,2.4734999999999996
614,1477090,54081,Osteria Morini,Italian,9.22,Weekday,4,29,33,0.15,1.383
615,1477623,41136,The Meatball Shop,Italian,19.35,Weekend,Not given,27,20,0.15,2.9025000000000003
616,1477098,304509,RedFarm Broadway,Chinese,22.8,Weekday,Not given,33,33,0.25,5.7
617,1477399,378482,Shake Shack,American,29.49,Weekend,Not given,34,24,0.25,7.3725
618,1476649,38116,Ravagh Persian Grill,Middle Eastern,16.93,Weekend,Not given,33,21,0.15,2.5395
619,1478288,58231,Rohm Thai,Thai,29.1,Weekend,Not given,31,23,0.25,7.275
620,1477719,367051,RedFarm Hudson,Chinese,15.04,Weekend,3,35,25,0.15,2.256
621,1477816,187187,Momoya,Japanese,11.59,Weekend,3,24,29,0.15,1.7385
622,1477777,73175,Hill Country Fried Chicken,Southern,31.43,Weekday,5,25,28,0.25,7.8575
623,1476637,49695,Blue Ribbon Fried Chicken,American,18.24,Weekend,Not given,21,16,0.15,2.7359999999999998
624,1477349,52327,Nobu Next Door,Japanese,4.47,Weekend,5,28,26,0.0,0.0
625,1478222,370656,Vanessa's Dumplings,Chinese,8.98,Weekend,Not given,20,20,0.15,1.347
626,1476774,114400,Shake Shack,American,29.39,Weekday,Not given,23,33,0.25,7.3475
627,1478421,59673,Dig Inn Seasonal Market,American,15.71,Weekday,5,27,26,0.15,2.3565
628,1476775,66636,Shake Shack,American,29.1,Weekday,5,29,31,0.25,7.275
629,1478087,96921,Bareburger,American,8.39,Weekend,3,27,30,0.15,1.2585
630,1476710,65009,Blue Ribbon Sushi Izakaya,Japanese,8.93,Weekend,5,28,18,0.15,1.3395
631,1478395,283052,Han Dynasty,Chinese,13.0,Weekend,4,32,22,0.15,1.95
632,1478265,52832,Dos Caminos,Mexican,16.06,Weekend,Not given,35,19,0.15,2.409
633,1476625,348352,Olea,Mediterranean,6.69,Weekday,Not given,20,28,0.15,1.0035
634,1477413,325272,Shake Shack,American,16.1,Weekend,Not given,28,24,0.15,2.415
635,1477485,165695,Jack's Wife Freda,Mediterranean,6.69,Weekend,5,21,16,0.15,1.0035
636,1476708,126026,Nobu Next Door,Japanese,9.51,Weekend,Not given,25,29,0.15,1.4264999999999999
637,1477168,352130,TAO,Japanese,12.08,Weekend,Not given,24,30,0.15,1.8119999999999998
638,1476872,42018,Blue Ribbon Sushi,Japanese,5.82,Weekday,Not given,27,28,0.15,0.873
639,1477161,263426,Nobu Next Door,Japanese,9.41,Weekend,Not given,32,30,0.15,1.4115
640,1477799,399520,Xe May Sandwich Shop,Vietnamese,14.07,Weekday,Not given,28,28,0.15,2.1105
641,1477309,64151,Rubirosa,Italian,22.8,Weekday,5,32,27,0.25,5.7
642,1478132,74762,Cafeteria,American,12.23,Weekday,Not given,26,25,0.15,1.8345
643,1477456,124085,Blue Ribbon Sushi Bar & Grill,Japanese,15.91,Weekend,Not given,31,16,0.15,2.3865
644,1477678,102085,Otto Enoteca Pizzeria,Italian,9.61,Weekend,5,26,30,0.15,1.4414999999999998
645,1477428,77857,Shake Shack,American,8.0,Weekend,4,24,30,0.15,1.2
646,1477359,373285,RedFarm Hudson,Chinese,12.08,Weekend,Not given,21,24,0.15,1.8119999999999998
647,1477542,59673,Shake Shack,American,12.08,Weekday,Not given,27,27,0.15,1.8119999999999998
648,1477945,63096,Rubirosa,Italian,14.12,Weekend,Not given,33,15,0.15,2.118
649,1477211,304365,Sarabeth's Restaurant,American,21.93,Weekend,Not given,25,27,0.25,5.4825
650,1477315,176622,Cafe Mogador,Middle Eastern,15.91,Weekend,5,32,15,0.15,2.3865
651,1478058,200631,Amy Ruth's,Southern,7.38,Weekday,4,24,29,0.15,1.107
652,1476678,91817,Shake Shack,American,21.39,Weekend,4,28,18,0.25,5.3475
653,1478363,138024,Cho Dang Gol,Korean,29.25,Weekend,4,23,21,0.25,7.3125
654,1477288,47879,El Parador Cafe,Mexican,13.19,Weekday,5,22,28,0.15,1.9785
655,1478350,132753,Vanessa's Dumplings,Chinese,15.57,Weekend,5,33,28,0.15,2.3355
656,1477651,404649,Parm,Italian,19.45,Weekday,Not given,28,28,0.15,2.9175
657,1476977,41246,Shake Shack,American,25.17,Weekend,5,27,26,0.25,6.2925
658,1477544,113972,RedFarm Hudson,Chinese,19.35,Weekend,4,31,15,0.15,2.9025000000000003
659,1477487,209552,TAO,Japanese,12.61,Weekend,5,32,24,0.15,1.8914999999999997
660,1477187,353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,12.13,Weekend,5,34,19,0.15,1.8195000000000001
661,1478387,70564,Jack's Wife Freda,Mediterranean,12.08,Weekend,5,30,19,0.15,1.8119999999999998
662,1476955,70001,Dirty Bird to Go,American,12.08,Weekday,Not given,23,32,0.15,1.8119999999999998
663,1476673,83287,Blue Ribbon Sushi Izakaya,Japanese,9.51,Weekend,Not given,35,21,0.15,1.4264999999999999
664,1476909,366975,Blue Ribbon Sushi Bar & Grill,Japanese,4.85,Weekend,5,20,21,0.0,0.0
665,1478204,64153,Blue Ribbon Fried Chicken,American,14.07,Weekday,4,34,24,0.15,2.1105
666,1476613,65561,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekend,5,24,28,0.25,7.275
667,1476739,290266,Socarrat Paella Bar,Spanish,25.22,Weekend,5,23,20,0.25,6.305
668,1476617,53513,The Meatball Shop,Italian,31.33,Weekend,3,30,15,0.25,7.8325
669,1477563,385426,Shake Shack,American,17.03,Weekday,5,35,32,0.15,2.5545
670,1477302,52832,Don's Bogam BBQ & Wine Bar,Korean,12.23,Weekend,Not given,32,20,0.15,1.8345
671,1478217,62161,Tamarind TriBeCa,Indian,6.07,Weekend,4,30,17,0.15,0.9105
672,1478341,254913,Shake Shack,American,10.82,Weekend,4,34,20,0.15,1.623
673,1477200,289597,Han Dynasty,Chinese,9.51,Weekday,Not given,24,27,0.15,1.4264999999999999
674,1476982,47440,Bareburger,American,8.73,Weekend,5,21,19,0.15,1.3095
675,1478367,100999,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekday,Not given,26,26,0.15,1.8345
676,1477852,74412,da Umberto,Italian,32.98,Weekend,Not given,30,28,0.25,8.245
677,1477325,54110,Parm,Italian,19.35,Weekday,4,23,26,0.15,2.9025000000000003
678,1477524,236739,Xi'an Famous Foods,Chinese,19.45,Weekend,5,28,18,0.15,2.9175
679,1477430,182252,Five Leaves,American,6.26,Weekday,5,31,26,0.15,0.939
680,1477197,345062,Alidoro,American,12.61,Weekend,Not given,34,22,0.15,1.8914999999999997
681,1476763,142170,RedFarm Broadway,Chinese,13.1,Weekend,4,26,22,0.15,1.9649999999999999
682,1476893,164131,Tony's Di Napoli,Italian,14.07,Weekend,Not given,22,27,0.15,2.1105
683,1476884,167828,Shake Shack,American,15.57,Weekend,Not given,35,18,0.15,2.3355
684,1477693,67345,Bareburger,American,13.05,Weekend,4,31,30,0.15,1.9575
685,1478170,208186,Blue Ribbon Sushi Izakaya,Japanese,16.44,Weekend,Not given,32,23,0.15,2.466
686,1477676,78939,Blue Ribbon Sushi,Japanese,8.54,Weekend,5,34,25,0.15,1.281
687,1477637,227992,Nobu Next Door,Japanese,12.13,Weekend,Not given,28,16,0.15,1.8195000000000001
688,1477922,304587,Westville Hudson,American,33.03,Weekend,5,25,18,0.25,8.2575
689,1478151,62941,Cipriani Le Specialita,Italian,5.92,Weekend,5,35,30,0.15,0.888
690,1477219,389155,The Meatball Shop,Italian,32.98,Weekday,3,23,25,0.25,8.245
691,1478018,304112,Shake Shack,American,16.25,Weekday,5,27,31,0.15,2.4375
692,1477998,90113,Blue Ribbon Sushi,Japanese,29.1,Weekend,5,20,16,0.25,7.275
693,1477170,197832,The Meatball Shop,Italian,12.08,Weekday,Not given,25,28,0.15,1.8119999999999998
694,1478282,221394,Cafe Habana,Mexican,8.25,Weekend,4,21,29,0.15,1.2375
695,1477826,381020,RedFarm Broadway,Chinese,8.2,Weekend,4,31,30,0.15,1.2299999999999998
696,1477890,284835,Shake Shack,American,22.36,Weekday,3,20,32,0.25,5.59
697,1477045,143511,Chipotle Mexican Grill $1.99 Delivery,Mexican,16.44,Weekday,Not given,33,30,0.15,2.466
698,1478430,133701,The Loop,Japanese,24.3,Weekend,5,21,29,0.25,6.075
699,1477160,61181,The Meatball Shop,Italian,8.63,Weekday,4,28,27,0.15,1.2945
700,1477605,91907,Momoya,Japanese,9.02,Weekend,Not given,21,30,0.15,1.353
701,1478351,78939,Blue Ribbon Sushi,Japanese,12.08,Weekend,5,31,16,0.15,1.8119999999999998
702,1477017,175101,TAO,Japanese,15.76,Weekend,Not given,26,19,0.15,2.364
703,1478202,345429,Burger Joint,American,21.88,Weekend,5,26,24,0.25,5.47
704,1478053,125262,Barbounia,Mediterranean,5.77,Weekend,Not given,23,23,0.15,0.8654999999999999
705,1476933,375704,Shake Shack,American,32.98,Weekend,3,22,21,0.25,8.245
706,1476656,124596,RedFarm Hudson,Chinese,29.1,Weekday,Not given,27,26,0.25,7.275
707,1478071,70315,Five Guys Burgers and Fries,American,14.12,Weekend,4,28,25,0.15,2.118
708,1476800,183520,Blue Ribbon Sushi,Japanese,11.59,Weekend,Not given,26,23,0.15,1.7385
709,1477568,296554,Blue Ribbon Fried Chicken,American,9.75,Weekday,5,23,32,0.15,1.4625
710,1478332,146456,Five Guys Burgers and Fries,American,12.18,Weekend,Not given,22,26,0.15,1.827
711,1477504,71613,Empanada Mama (closed),Mexican,15.57,Weekend,4,24,20,0.15,2.3355
712,1477597,49010,Shake Shack,American,24.25,Weekend,5,34,24,0.25,6.0625
713,1478001,64153,Blue Ribbon Fried Chicken,American,31.38,Weekend,3,35,20,0.25,7.845
714,1477127,314480,Shake Shack,American,15.76,Weekday,5,30,24,0.15,2.364
715,1477846,52574,Blue Ribbon Sushi,Japanese,24.25,Weekday,5,30,26,0.25,6.0625
716,1477297,164131,Tony's Di Napoli,Italian,29.1,Weekend,Not given,26,19,0.25,7.275
717,1477838,52256,Han Dynasty,Chinese,12.08,Weekend,5,22,23,0.15,1.8119999999999998
718,1477112,65806,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,21,28,0.15,1.8195000000000001
719,1477355,79215,Blue Ribbon Sushi,Japanese,15.86,Weekend,Not given,33,15,0.15,2.379
720,1477365,61181,Shake Shack,American,14.07,Weekend,5,33,25,0.15,2.1105
721,1477266,85422,Saravanaa Bhavan,Indian,24.25,Weekday,5,29,26,0.25,6.0625
722,1477800,344268,Sushi Choshi,Japanese,13.73,Weekend,3,35,27,0.15,2.0595
723,1478428,53543,The Smile,American,12.18,Weekday,5,29,27,0.15,1.827
724,1478400,353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.05,Weekend,Not given,28,27,0.25,7.2625
725,1478403,294478,RedFarm Broadway,Chinese,32.98,Weekend,4,25,15,0.25,8.245
726,1477970,198802,Cafe Habana,Mexican,6.69,Weekday,5,26,31,0.15,1.0035
727,1476928,58205,The Meatball Shop,Italian,24.3,Weekend,Not given,33,21,0.25,6.075
728,1477020,91108,Rubirosa,Italian,7.33,Weekend,5,26,22,0.15,1.0995
729,1477973,245264,RedFarm Hudson,Chinese,9.12,Weekday,5,29,26,0.15,1.3679999999999999
730,1478406,129122,Sarabeth's East,American,12.13,Weekend,Not given,34,30,0.15,1.8195000000000001
731,1477701,328551,Kanoyama,Japanese,32.98,Weekend,5,35,16,0.25,8.245
732,1477318,42408,UVA Wine Bar & Restaurant,Italian,14.65,Weekday,5,32,25,0.15,2.1975
733,1477438,94132,Parm,Italian,31.33,Weekend,Not given,24,16,0.25,7.8325
734,1478376,67133,RedFarm Broadway,Chinese,9.65,Weekend,5,30,20,0.15,1.4475
735,1477367,343554,Blue Ribbon Fried Chicken,American,12.95,Weekend,5,27,28,0.15,1.9425
736,1477754,133222,P.J. Clarke's,American,21.34,Weekday,5,25,28,0.25,5.335
737,1478280,91722,Shake Shack,American,19.4,Weekend,5,32,15,0.15,2.9099999999999997
738,1478412,43018,RedFarm Hudson,Chinese,6.69,Weekend,Not given,24,20,0.15,1.0035
739,1476887,142356,Blue Ribbon Sushi,Japanese,12.13,Weekday,Not given,26,27,0.15,1.8195000000000001
740,1478382,144997,Nobu Next Door,Japanese,15.91,Weekend,4,26,15,0.15,2.3865
741,1478115,93308,Shake Shack,American,5.77,Weekend,4,28,18,0.15,0.8654999999999999
742,1476782,367449,The Meatball Shop,Italian,12.23,Weekend,5,24,17,0.15,1.8345
743,1478178,125834,The Meatball Shop,Italian,12.23,Weekend,5,25,19,0.15,1.8345
744,1478294,390459,Shake Shack,American,12.18,Weekend,Not given,35,29,0.15,1.827
745,1477854,58025,Tamarind TriBeCa,Indian,11.64,Weekend,Not given,33,23,0.15,1.746
746,1477189,54630,V-Nam Cafe,Vietnamese,22.26,Weekend,5,33,26,0.25,5.565
747,1476894,384698,Don's Bogam BBQ & Wine Bar,Korean,14.07,Weekend,3,33,16,0.15,2.1105
748,1476807,79215,Blue Ribbon Sushi,Japanese,16.49,Weekend,3,24,30,0.15,2.4734999999999996
749,1477937,98735,The Meatball Shop,Italian,9.65,Weekday,5,34,28,0.15,1.4475
750,1478407,386766,Parm,Italian,12.23,Weekend,Not given,21,30,0.15,1.8345
751,1478199,70001,Han Dynasty,Chinese,12.18,Weekday,Not given,26,26,0.15,1.827
752,1478389,68775,Sushi of Gari Tribeca,Japanese,12.13,Weekend,Not given,25,30,0.15,1.8195000000000001
753,1478103,130956,Blue Ribbon Sushi,Japanese,12.95,Weekend,5,25,16,0.15,1.9425
754,1476824,259341,Momoya,Japanese,19.4,Weekend,4,27,16,0.15,2.9099999999999997
755,1478441,228541,RedFarm Hudson,Chinese,29.1,Weekend,Not given,27,28,0.25,7.275
756,1478399,264399,Han Dynasty,Chinese,29.15,Weekday,Not given,20,24,0.25,7.2875
757,1477635,124393,Amma,Indian,31.43,Weekday,5,20,27,0.25,7.8575
758,1476797,357592,Blue Ribbon Sushi,Japanese,16.15,Weekend,3,23,21,0.15,2.4225
759,1476652,232035,ilili Restaurant,Middle Eastern,8.97,Weekend,Not given,24,19,0.15,1.3455000000000001
760,1478196,97991,Blue Ribbon Sushi Bar & Grill,Japanese,15.28,Weekday,Not given,24,29,0.15,2.292
761,1477862,317660,Shake Shack,American,10.24,Weekend,Not given,22,21,0.15,1.536
762,1478141,150865,Vanessa's Dumpling House,Chinese,29.1,Weekday,Not given,22,25,0.25,7.275
763,1476962,342777,Blue Ribbon Sushi,Japanese,12.9,Weekday,3,25,31,0.15,1.935
764,1477959,175290,Otto Enoteca Pizzeria,Italian,29.05,Weekend,5,24,18,0.25,7.2625
765,1477426,135769,Blue Ribbon Sushi,Japanese,19.35,Weekend,5,26,23,0.15,2.9025000000000003
766,1478049,259341,TAO,Japanese,12.71,Weekend,3,22,17,0.15,1.9065
767,1477811,373152,Blue Ribbon Sushi,Japanese,24.3,Weekend,5,32,28,0.25,6.075
768,1478068,222073,The Smile,American,12.08,Weekend,5,27,25,0.15,1.8119999999999998
769,1477002,133202,ilili Restaurant,Middle Eastern,29.25,Weekend,3,27,21,0.25,7.3125
770,1477139,139755,Tortaria,Mexican,13.05,Weekend,5,23,19,0.15,1.9575
771,1478150,97806,Shake Shack,American,25.22,Weekend,4,35,27,0.25,6.305
772,1476603,48677,Shake Shack,American,12.95,Weekend,Not given,32,19,0.15,1.9425
773,1476752,27365,Nobu Next Door,Japanese,16.06,Weekend,Not given,31,23,0.15,2.409
774,1477073,87752,Shake Shack,American,29.05,Weekend,5,21,22,0.25,7.2625
775,1477823,50260,Bareburger,American,5.63,Weekend,4,32,30,0.15,0.8444999999999999
776,1476684,35631,Shake Shack,American,19.4,Weekend,5,32,24,0.15,2.9099999999999997
777,1477892,196320,Parm,Italian,25.17,Weekday,4,33,32,0.25,6.2925
778,1477481,47440,Bareburger,American,25.22,Weekday,3,31,27,0.25,6.305
779,1477538,184085,Hill Country Fried Chicken,Southern,14.84,Weekend,4,21,21,0.15,2.226
780,1476626,84087,The Meatball Shop,Italian,6.69,Weekend,Not given,25,22,0.15,1.0035
781,1477557,140501,The Meatball Shop,Italian,22.36,Weekend,5,32,21,0.25,5.59
782,1477684,39275,TAO,Japanese,15.28,Weekend,5,20,27,0.15,2.292
783,1477865,120490,Parm,Italian,8.2,Weekday,Not given,34,24,0.15,1.2299999999999998
784,1477612,56722,Shake Shack,American,22.31,Weekday,Not given,33,32,0.25,5.5775
785,1476620,54110,Tamarind TriBeCa,Indian,12.23,Weekend,4,21,21,0.15,1.8345
786,1477244,47386,Bubby's ,American,12.18,Weekday,4,28,31,0.15,1.827
787,1477231,63147,Shake Shack,American,12.61,Weekend,4,29,19,0.15,1.8914999999999997
788,1477576,105087,Rubirosa,Italian,14.12,Weekday,4,26,32,0.15,2.118
789,1478203,41907,Hatsuhana,Japanese,14.07,Weekend,5,27,24,0.15,2.1105
790,1476890,83469,Han Dynasty,Chinese,12.18,Weekday,3,33,29,0.15,1.827
791,1477059,67487,Blue Ribbon Sushi,Japanese,17.07,Weekend,4,27,15,0.15,2.5604999999999998
792,1477038,96877,The Meatball Shop,Italian,12.18,Weekend,5,25,28,0.15,1.827
793,1478220,399729,Blue Ribbon Sushi,Japanese,8.83,Weekend,4,20,19,0.15,1.3245
794,1477459,149984,Sushi of Gari 46,Japanese,14.31,Weekend,Not given,27,25,0.15,2.1465
795,1478214,103049,TAO,Japanese,25.22,Weekend,5,28,17,0.25,6.305
796,1476636,232214,Terakawa Ramen,Japanese,14.65,Weekend,4,30,16,0.15,2.1975
797,1477807,38050,Blue Ribbon Sushi,Japanese,12.71,Weekday,Not given,24,28,0.15,1.9065
798,1477841,18902,Rubirosa,Italian,21.88,Weekend,4,28,27,0.25,5.47
799,1476998,140279,Blue Ribbon Sushi Bar & Grill,Japanese,12.95,Weekday,Not given,28,28,0.15,1.9425
800,1477900,276192,Sushi of Gari Tribeca,Japanese,8.63,Weekend,5,33,28,0.15,1.2945
801,1477173,68300,Blue Ribbon Fried Chicken,American,21.83,Weekend,Not given,20,27,0.25,5.4575
802,1476876,325285,RedFarm Broadway,Chinese,5.48,Weekend,3,27,18,0.15,0.8220000000000001
803,1477496,132137,Parm,Italian,22.36,Weekend,Not given,27,27,0.25,5.59
804,1476845,55334,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,31,29,0.15,1.8195000000000001
805,1476642,277898,Blue Ribbon Fried Chicken,American,12.18,Weekend,Not given,25,17,0.15,1.827
806,1477801,268365,Zero Otto Nove,Italian,12.18,Weekday,4,29,25,0.15,1.827
807,1477594,47440,Bareburger,American,12.18,Weekday,3,25,24,0.15,1.827
808,1478318,263426,TAO,Japanese,22.12,Weekday,5,32,30,0.25,5.53
809,1476734,148327,Shake Shack,American,33.03,Weekday,Not given,31,28,0.25,8.2575
810,1477202,259341,Joe's Shanghai _Àü£¾÷´,Chinese,16.1,Weekend,5,31,22,0.15,2.415
811,1478180,270525,The Smile,American,22.26,Weekend,5,25,26,0.25,5.565
812,1477992,65589,Blue Ribbon Sushi Izakaya,Japanese,19.45,Weekday,5,33,32,0.15,2.9175
813,1477164,74424,Shake Shack,American,15.77,Weekend,3,29,20,0.15,2.3655
814,1478386,240093,The Meatball Shop,Italian,14.7,Weekday,5,30,24,0.15,2.2049999999999996
815,1476756,263426,Shake Shack,American,14.07,Weekend,3,21,27,0.15,2.1105
816,1477989,102801,ilili Restaurant,Middle Eastern,13.73,Weekday,5,22,33,0.15,2.0595
817,1477972,97806,Shake Shack,American,12.61,Weekend,4,26,25,0.15,1.8914999999999997
818,1477452,107240,Shake Shack,American,8.34,Weekend,5,21,30,0.15,1.251
819,1477578,385150,Blue Ribbon Sushi,Japanese,12.18,Weekend,4,27,16,0.15,1.827
820,1478208,371590,The Meatball Shop,Italian,29.15,Weekend,5,29,27,0.25,7.2875
821,1477215,27609,Blue Ribbon Sushi Bar & Grill,Japanese,24.25,Weekend,5,25,26,0.25,6.0625
822,1477479,373152,Blue Ribbon Sushi,Japanese,12.32,Weekday,Not given,29,27,0.15,1.8479999999999999
823,1476675,235818,Shake Shack,American,15.96,Weekday,4,28,27,0.15,2.394
824,1476854,47440,Blue Ribbon Fried Chicken,American,6.45,Weekend,4,30,24,0.15,0.9675
825,1478275,334758,Five Guys Burgers and Fries,American,24.3,Weekend,5,28,18,0.25,6.075
826,1477604,128711,RedFarm Hudson,Chinese,12.56,Weekend,3,20,22,0.15,1.884
827,1477039,338923,Hill Country Fried Chicken,Southern,22.31,Weekday,3,21,25,0.25,5.5775
828,1477100,164005,Sushi of Gari,Japanese,15.52,Weekend,Not given,20,16,0.15,2.328
829,1478008,374826,Dos Caminos,Mexican,6.74,Weekend,5,32,26,0.15,1.011
830,1478298,79343,Blue Ribbon Sushi Bar & Grill,Japanese,6.02,Weekday,Not given,29,25,0.15,0.9029999999999999
831,1477085,103852,J. G. Melon,American,6.74,Weekend,5,20,29,0.15,1.011
832,1477052,35993,Mira Sushi,Japanese,11.79,Weekend,Not given,32,26,0.15,1.7684999999999997
833,1478042,201542,TAO,Japanese,29.05,Weekend,4,35,24,0.25,7.2625
834,1476605,366975,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekend,Not given,23,17,0.15,2.9025000000000003
835,1477825,389740,L'Express,French,11.98,Weekday,5,21,28,0.15,1.797
836,1476735,369272,Blue Ribbon Sushi Bar & Grill,Japanese,11.69,Weekday,5,21,28,0.15,1.7534999999999998
837,1476686,45396,Blue Ribbon Sushi,Japanese,16.44,Weekend,5,30,29,0.15,2.466
838,1478435,350180,RedFarm Hudson,Chinese,20.32,Weekday,5,30,29,0.25,5.08
839,1476802,318451,Blue Ribbon Sushi,Japanese,14.02,Weekend,4,23,18,0.15,2.1029999999999998
840,1478416,378027,RedFarm Broadway,Chinese,9.07,Weekend,4,35,17,0.15,1.3605
841,1477893,63513,Mamoun's Falafel,Mediterranean,5.92,Weekday,Not given,31,33,0.15,0.888
842,1477018,53947,Shake Shack,American,15.52,Weekend,5,33,17,0.15,2.328
843,1477706,68258,Jack's Wife Freda,Mediterranean,22.31,Weekend,Not given,23,28,0.25,5.5775
844,1476971,250494,Parm,Italian,28.57,Weekday,5,22,32,0.25,7.1425
845,1477470,350659,Shake Shack,American,24.25,Weekend,4,27,30,0.25,6.0625
846,1477755,107909,Cafeteria,American,12.08,Weekend,3,35,28,0.15,1.8119999999999998
847,1478084,110461,Blue Ribbon Sushi,Japanese,22.07,Weekend,4,33,15,0.25,5.5175
848,1478163,372722,Shake Shack,American,21.29,Weekend,Not given,35,21,0.25,5.3225
849,1478431,245862,S'MAC,American,16.49,Weekend,5,27,19,0.15,2.4734999999999996
850,1477559,127149,P.J. Clarke's,American,25.27,Weekday,5,34,29,0.25,6.3175
851,1477666,368295,Blue Ribbon Fried Chicken,American,11.64,Weekend,5,24,16,0.15,1.746
852,1477746,288777,Don's Bogam BBQ & Wine Bar,Korean,12.61,Weekend,4,25,26,0.15,1.8914999999999997
853,1478358,371806,The Meatball Shop,Italian,13.0,Weekend,5,34,26,0.15,1.95
854,1476863,40010,The Meatball Shop,American,31.43,Weekend,Not given,31,22,0.25,7.8575
855,1477041,52832,Junoon,Indian,25.17,Weekday,Not given,23,24,0.25,6.2925
856,1478438,114085,Blue Ribbon Sushi Bar & Grill,Japanese,9.12,Weekend,3,27,27,0.15,1.3679999999999999
857,1476616,348096,Parm,Italian,31.43,Weekday,5,28,25,0.25,7.8575
858,1476968,99621,Jack's Wife Freda,Mediterranean,29.05,Weekend,5,35,28,0.25,7.2625
859,1478045,97420,Yama 49,Japanese,31.33,Weekend,5,21,27,0.25,7.8325
860,1477660,304365,Sarabeth's Restaurant,American,24.25,Weekend,5,23,24,0.25,6.0625
861,1476584,363561,Shake Shack,American,12.37,Weekend,3,28,28,0.15,1.8554999999999997
862,1477619,75251,Blue Ribbon Fried Chicken,American,24.25,Weekend,Not given,27,21,0.25,6.0625
863,1477033,59105,Sushi of Gari 46,Japanese,29.05,Weekend,3,35,26,0.25,7.2625
864,1477308,321255,Shake Shack,American,5.63,Weekend,Not given,27,16,0.15,0.8444999999999999
865,1476588,128711,RedFarm Hudson,Chinese,9.51,Weekend,3,29,26,0.15,1.4264999999999999
